Lot Area,Overall Cond,Year Built,Gr Liv Area,TotRms AbvGrd,Mo Sold,Yr Sold,Bldg Type,Neighborhood,SalePrice
9580,5,1947,1261,5,5,2007,1Fam,NAmes,6664.350000000006
18172,6,1957,3062,11,3,2007,1Fam,ClearCr,265759.2688
6340,6,1920,1473,8,6,2008,1Fam,OldTown,47107.128
5086,4,2002,1096,4,3,2007,TwnhsE,Somerst,72982.23659999999
10961,4,2005,1896,7,6,2006,1Fam,NridgHt,402903.5532
7245,4,1987,1921,7,7,2009,1Fam,Edwards,54487.56349999999
11173,5,2011,2470,9,10,2009,1Fam,Somerst,374193.5332
9310,5,1999,1703,7,4,2010,1Fam,CollgCr,13161.059999999998
7237,4,1998,2529,8,11,2009,TwnhsE,StoneBr,533023.8529
7169,5,1949,904,5,10,2009,1Fam,Sawyer,34623.12999999999
9430,6,1970,1292,5,11,2009,1Fam,Mitchel,9867.041999999987
9448,4,1954,1876,8,12,2009,Duplex,NAmes,7440.463199999998
9047,5,2015,1606,5,5,2010,1Fam,Somerst,20983.725799999986
9312,5,1977,867,4,7,2006,1Fam,NAmes,8026.964800000002
17711,9,1985,2365,7,7,2009,1Fam,Crawfor,187669.7453
8897,5,1937,1221,5,4,2006,1Fam,Edwards,11214.531900000002
11298,5,2003,1925,6,4,2007,1Fam,Timber,392697.521
11206,2,1978,1288,4,6,2010,1Fam,Edwards,-13704.863400000002
25145,5,1956,1041,4,1,2007,1Fam,Mitchel,229590.3021
11104,4,1976,1956,7,9,2008,1Fam,Mitchel,-19029.648000000016
10375,5,1953,1815,8,5,2010,1Fam,NWAmes,421295.74210000003
14104,5,2009,2164,8,8,2007,1Fam,NridgHt,313793.8888
3094,5,1989,1548,7,9,2006,TwnhsE,Blmngtn,154285.5648
16466,4,2020,2597,11,8,2006,1Fam,NridgHt,592505.675
10844,6,1967,1758,6,8,2006,1Fam,NAmes,-15526.477200000023
8699,4,1968,1560,7,5,2007,Duplex,NAmes,16485.621499999994
9043,4,1999,1545,5,10,2009,1Fam,SawyerW,17687.465399999986
8685,7,1893,1171,7,1,2010,1Fam,IDOTRR,13537.661999999997
9038,6,1968,1339,6,6,2007,1Fam,Edwards,11511.003400000001
10333,6,1978,1398,5,7,2009,1Fam,SawyerW,-5431.2633000000205
6765,7,1951,918,4,5,2008,1Fam,Sawyer,45652.96699999999
9230,3,1933,1367,6,3,2008,1Fam,Crawfor,8498.104999999996
9371,4,1948,1351,5,6,2006,1Fam,Edwards,9159.120599999995
9579,4,2014,1717,6,1,2009,1Fam,NridgHt,441126.64410000003
13143,3,1969,1803,8,1,2006,1Fam,Sawyer,-48832.4767
9701,5,2005,1587,6,12,2009,1Fam,Gilbert,5296.545799999993
7828,6,2011,1438,6,6,2009,1Fam,Gilbert,36372.52919999999
8454,5,1955,811,5,5,2010,Duplex,IDOTRR,16964.876399999994
6034,8,1891,1542,7,2,2008,1Fam,OldTown,51214.94099999999
4507,6,1928,1284,3,7,2007,2fmCon,SWISU,59706.163499999995
7717,5,2016,1413,7,3,2009,1Fam,Gilbert,41949.89669999998
9376,4,2005,1797,7,5,2007,1Fam,CollgCr,12803.793600000005
3443,4,2008,1253,4,6,2008,TwnhsE,Somerst,117325.71239999999
2309,6,1981,1059,4,4,2007,Twnhs,NPkVill,109459.0811
10316,7,1968,936,3,7,2006,1Fam,Sawyer,-4156.505999999994
7895,6,1978,997,6,3,2006,1Fam,Mitchel,29833.74399999999
8778,5,1957,1250,5,3,2006,1Fam,NAmes,19612.00019999998
11509,4,2003,2043,6,3,2006,1Fam,Landmrk,373394.0713
11475,4,2014,1724,7,1,2008,1Fam,Timber,385334.1971
15585,5,2018,1904,8,7,2006,1Fam,CollgCr,298536.2986
14464,7,1952,1364,6,6,2009,1Fam,NAmes,355421.56
9811,4,1925,1081,6,5,2006,1Fam,IDOTRR,1730.3327999999892
3692,5,2014,1079,4,4,2009,TwnhsE,Edwards,92241.88399999999
9215,4,1963,1149,5,8,2008,1Fam,NAmes,9810.537499999991
12270,4,1992,2597,8,7,2009,1Fam,NoRidge,352706.9426
10278,7,1933,1271,5,8,2007,1Fam,OldTown,-3575.107799999998
11947,8,2004,1752,6,7,2009,1Fam,NoRidge,383584.13320000004
8760,5,2010,2244,8,4,2009,1Fam,Gilbert,29260.652000000002
7005,5,1914,1310,6,5,2006,1Fam,OldTown,33686.56199999999
11771,4,1993,2264,6,6,2008,1Fam,CollgCr,344759.3384
11787,5,1927,1925,7,7,2008,1Fam,Crawfor,394241.90009999997
11837,7,1989,2500,8,6,2008,1Fam,NoRidge,376303.63910000003
7924,4,1993,1661,5,12,2008,1Fam,Timber,40364.49839999998
6268,6,1942,1417,5,7,2007,1Fam,BrkSide,49060.1256
11857,5,1956,1650,7,3,2006,Duplex,Mitchel,-26994.8376
10099,4,1899,1893,8,1,2007,2fmCon,OldTown,-1206.2456999999995
7020,6,1947,865,5,2,2006,1Fam,NAmes,31188.978000000003
11884,5,1991,1779,5,8,2006,1Fam,NridgHt,359555.302
10195,4,2007,1696,6,3,2007,1Fam,Gilbert,-3124.5825000000186
9414,5,1989,1494,5,5,2007,TwnhsE,Veenker,445832.94460000005
9394,6,1968,1432,6,9,2007,1Fam,NAmes,9406.392599999992
8227,4,2001,1712,7,5,2007,1Fam,Gilbert,32593.9455
7975,5,2002,1738,6,9,2009,TwnhsE,StoneBr,48396.08249999999
8393,6,1980,1378,5,12,2006,1Fam,CollgCr,25417.4369
10897,6,1949,1067,3,5,2010,1Fam,NAmes,-12027.78330000001
9172,5,1993,997,5,2,2008,1Fam,CollgCr,12026.782799999986
3868,5,1989,1226,4,7,2006,Twnhs,Greens,103583.5836
9550,6,1937,1120,4,7,2009,1Fam,NAmes,6562.25999999998
10590,4,1987,1158,5,7,2009,Duplex,Edwards,-9493.453999999998
16118,4,1994,2876,11,7,2006,1Fam,StoneBr,517876.4158
3951,4,2002,1409,7,2,2007,TwnhsE,Blmngtn,116661.014
8282,4,1990,1894,8,7,2008,1Fam,Gilbert,39102.36719999998
9691,4,2011,1449,6,6,2008,1Fam,CollgCr,5785.561499999982
10661,6,1967,1614,5,2,2010,1Fam,NWAmes,416040.22380000004
7650,6,1968,1209,5,11,2008,1Fam,Edwards,23406.940000000002
3193,4,2009,1554,6,5,2009,TwnhsE,Blmngtn,130970.7642
10031,6,1971,1096,6,6,2006,1Fam,NWAmes,-477.46199999999953
10046,5,1940,873,2,8,2008,1Fam,OldTown,-410.4856
8779,4,1937,1047,3,6,2010,1Fam,IDOTRR,6790.347300000001
7255,7,1965,731,3,9,2009,1Fam,NAmes,32419.547999999995
12180,4,2007,1539,6,5,2010,1Fam,NridgHt,381766.28359999997
10852,4,1890,725,4,11,2009,1Fam,OldTown,-6712.396800000002
12900,8,1925,2278,6,4,2007,1Fam,Sawyer,366400.55960000004
10616,4,1998,1943,8,7,2008,1Fam,Somerst,414188.144
10534,4,1920,791,5,6,2007,1Fam,Crawfor,-5179.693200000009
11607,3,1972,1039,5,4,2010,2fmCon,Sawyer,-21031.45180000001
7714,5,2016,1738,5,2,2010,TwnhsE,NridgHt,502906.13320000004
9561,6,1941,1147,6,10,2007,1Fam,NAmes,6347.588799999998
6976,5,1969,786,4,5,2008,2fmCon,Edwards,27898.819199999998
5363,1,1943,1311,6,5,2010,1Fam,BrkSide,35298.6988
13342,6,1979,2049,8,5,2009,1Fam,NWAmes,-51246.562200000015
12264,6,1939,1384,7,5,2007,1Fam,OldTown,-29286.424800000008
9013,1,1923,1082,5,11,2007,1Fam,IDOTRR,6664.1253
9887,3,1929,1317,7,9,2006,1Fam,OldTown,1215.970399999991
7444,3,1918,1135,5,4,2010,1Fam,IDOTRR,17547.7068
10645,5,1975,1442,5,4,2009,1Fam,NAmes,-12039.570000000007
6771,7,1947,906,4,5,2008,1Fam,Sawyer,45488.53749999999
8329,6,1985,810,5,6,2007,1Fam,Mitchel,20896.3563
11246,5,2001,1829,6,8,2006,1Fam,StoneBr,390064.5676
8423,4,2002,1496,5,8,2009,1Fam,CollgCr,30057.619999999995
11565,5,1989,2369,9,8,2006,1Fam,NridgHt,377642.8021
9692,6,1926,1211,6,3,2006,1Fam,Edwards,3226.1152
13013,6,1976,1020,4,1,2006,1Fam,Sawyer,-36452.4792
14062,7,1976,1146,6,4,2010,1Fam,NAmes,355955.032
9086,5,1965,929,4,7,2009,1Fam,NAmes,10807.592999999993
7702,5,2002,1326,5,8,2007,1Fam,Gilbert,37318.371
10981,5,1968,1281,5,4,2007,1Fam,NWAmes,-17067.437999999995
8710,4,2019,1973,6,8,2006,1Fam,CollgCr,30945.42299999998
7716,4,1926,1028,4,6,2006,1Fam,OldTown,24595.482399999994
12218,7,1950,1263,6,9,2009,1Fam,NAmes,-29710.997200000013
14679,3,1965,1271,4,6,2009,1Fam,Crawfor,357504.6998
16142,5,1999,2816,11,3,2006,1Fam,StoneBr,577816.3844
9570,8,1916,1383,6,10,2008,1Fam,OldTown,6867.831000000006
12195,7,1927,1483,7,3,2008,1Fam,SWISU,-30877.723500000022
12311,4,2018,1951,8,11,2006,1Fam,NridgHt,346921.6953
9214,7,1974,1494,6,8,2009,1Fam,NWAmes,14554.126199999999
10158,4,2005,2505,8,6,2006,1Fam,NoRidge,424402.3988
11088,4,1967,1722,10,11,2008,Duplex,NAmes,-15826.809600000008
8282,5,1957,1202,4,8,2008,1Fam,Sawyer,22998.178799999994
4417,5,2010,851,3,5,2008,TwnhsE,CollgCr,78441.7083
8334,4,1933,1586,5,6,2006,1Fam,SWISU,23215.543399999995
11259,5,2022,1315,6,10,2007,1Fam,CollgCr,404478.637
9757,5,1909,1005,4,4,2010,1Fam,SawyerW,1637.4069000000018
9345,4,1986,977,4,10,2006,Duplex,Edwards,8408.103999999992
16989,4,1995,2663,9,1,2008,1Fam,NridgHt,562520.7781
9087,5,1969,1011,4,7,2007,1Fam,Mitchel,14052.165600000008
11082,4,1979,1974,7,9,2008,1Fam,Mitchel,-18602.176800000016
20220,5,1987,1755,5,5,2007,1Fam,ClearCr,146577.4916
3887,4,1991,1301,4,8,2007,Twnhs,NridgHt,123787.6387
9819,4,1990,1811,5,2,2010,1Fam,Mitchel,434643.5189
19785,5,1989,1660,5,6,2010,1Fam,Crawfor,232154.8066
7936,7,1906,1396,6,3,2008,1Fam,IDOTRR,18493.646399999998
13859,6,1955,1182,6,10,2007,1Fam,Sawyer,-52728.990099999995
6804,4,1975,1504,4,6,2010,TwnhsE,StoneBr,68271.0344
8724,6,1901,797,4,5,2008,1Fam,Edwards,10874.965199999991
18879,4,1968,2635,11,8,2007,Duplex,Sawyer,260117.374
8453,5,2017,1800,7,10,2009,1Fam,Somerst,36160.35149999999
7730,6,1934,1350,7,7,2009,1Fam,Crawfor,35431.295
9980,6,1952,1486,7,3,2009,1Fam,Edwards,336.06200000000536
8702,5,1984,2286,7,2,2006,1Fam,Gilbert,30082.5778
10400,5,1964,1221,5,7,2007,1Fam,NAmes,-5712.320000000007
3917,5,2000,1462,5,8,2008,TwnhsE,Blmngtn,117799.7282
9900,6,1971,1480,6,3,2009,1Fam,Edwards,1665.8199999999779
9004,4,2008,1354,7,11,2008,Duplex,Mitchel,20995.281599999988
12164,2,1954,1655,6,3,2007,1Fam,NAmes,-35583.08480000001
7647,9,1897,1823,7,5,2010,2fmCon,OldTown,32768.5839
20072,6,1960,1752,4,5,2007,1Fam,ClearCr,148050.80479999998
3514,6,1942,1279,4,4,2009,1Fam,OldTown,71279.8428
5957,4,1960,1658,6,7,2008,1Fam,IDOTRR,50649.895399999994
6841,6,1921,1352,6,3,2007,1Fam,IDOTRR,39866.2641
8110,4,1906,2130,10,11,2009,1Fam,OldTown,20155.14899999999
9365,4,1997,2112,8,4,2010,1Fam,CollgCr,444733.1736
12091,5,1991,1746,7,11,2007,1Fam,NridgHt,362630.7316
9601,5,1975,2219,11,2,2007,Duplex,Edwards,5656.622999999992
11367,5,1999,1819,6,8,2006,1Fam,StoneBr,385902.8262
12604,6,1951,2168,7,6,2007,1Fam,Edwards,366126.56680000003
8648,6,1966,972,4,5,2007,1Fam,OldTown,14122.451199999996
6080,7,1928,1017,6,7,2006,1Fam,BrkSide,34572.047999999995
8762,5,2003,1735,5,11,2009,1Fam,CollgCr,24427.968399999983
9448,5,1993,1491,4,5,2007,TwnhsE,Veenker,444959.9056
1875,7,1986,1035,6,7,2006,Twnhs,BrDale,94545.75
7097,5,2009,1363,6,6,2006,TwnhsE,NridgHt,53801.58929999999
5083,5,1989,1310,5,3,2009,Twnhs,NridgHt,91004.8194
7139,6,1976,1035,5,7,2006,1Fam,Sawyer,45746.53169999999
13023,5,2002,1123,5,3,2006,1Fam,SawyerW,-39758.1937
17964,5,2014,3371,10,9,2006,1Fam,StoneBr,421816.0504
12432,5,2015,1745,7,10,2007,1Fam,Gilbert,375069.056
8833,5,2003,1375,6,3,2007,1Fam,Gilbert,18856.269299999985
9563,7,1973,1860,7,8,2007,1Fam,Veenker,8127.238599999982
4068,7,1931,857,4,7,2009,1Fam,Edwards,58979.5032
8428,5,2002,1343,6,12,2007,1Fam,SawyerW,28201.36559999999
1939,5,1969,631,2,12,2007,Twnhs,MeadowV,68503.1841
8971,4,1976,1575,7,4,2009,Duplex,NAmes,12735.109799999991
8272,4,1985,1519,6,5,2006,1Fam,Gilbert,31670.265599999984
12291,4,1944,726,5,10,2006,1Fam,IDOTRR,-11822.4764
14344,3,1950,998,4,7,2007,1Fam,Sawyer,-50065.4688
4432,5,2009,845,3,4,2010,TwnhsE,CollgCr,80102.3616
8888,5,1981,908,5,6,2006,1Fam,Mitchel,14478.23999999999
8197,4,1998,1462,7,10,2008,1Fam,Gilbert,29557.84109999999
6734,4,2010,1202,6,9,2007,1Fam,CollgCr,63834.9498
26004,6,1964,1184,5,4,2010,1Fam,Mitchel,177323.302
10288,5,1997,1546,5,6,2007,1Fam,Gilbert,-5098.924800000008
15868,4,2016,2801,10,1,2006,1Fam,StoneBr,193537.408
10869,5,1980,965,6,5,2007,1Fam,Edwards,-8277.746400000004
18507,4,1996,1327,6,1,2010,1Fam,Gilbert,259369.4901
8423,5,1973,919,6,5,2007,1Fam,Sawyer,20233.225399999996
5961,5,1953,920,4,6,2008,1Fam,OldTown,45702.90059999999
13727,4,1963,1694,8,3,2007,1Fam,Sawyer,-53952.4247
9430,4,2009,1878,7,2,2008,1Fam,Somerst,446457.0226
9438,4,1993,2045,7,3,2008,1Fam,CollgCr,442878.6802
2283,5,1992,1632,5,7,2009,Twnhs,NridgHt,133412.2677
7181,6,1959,1034,4,6,2006,1Fam,NAmes,30905.26079999999
10775,5,2008,1567,7,6,2008,1Fam,NridgHt,407510.1346
14846,5,2013,1878,7,6,2006,1Fam,NridgHt,227907.49099999998
7886,5,1961,864,4,5,2010,1Fam,Sawyer,28836.862599999993
5402,6,1934,1069,3,12,2006,1Fam,OldTown,50013.3656
9537,7,1939,1676,5,9,2009,1Fam,NAmes,6463.942999999999
8025,8,1939,1137,8,4,2008,1Fam,Edwards,19088.572499999995
12231,4,1993,1545,6,5,2010,1Fam,NridgHt,380030.5514
12602,4,2004,1815,7,8,2007,1Fam,NridgHt,355981.9032
9923,4,1893,2196,8,5,2007,1Fam,OldTown,902.7864999999874
5306,7,1898,1629,4,6,2006,1Fam,OldTown,54709.9782
1886,3,1985,1095,6,4,2007,Twnhs,MeadowV,60774.6714
5126,5,2020,1302,4,3,2009,Twnhs,NridgHt,90305.95939999999
7366,5,1937,409,2,3,2008,1Fam,OldTown,12297.619200000001
8402,6,1971,1383,6,12,2006,1Fam,CollgCr,25195.82579999999
8836,5,2004,1509,5,8,2006,1Fam,CollgCr,20163.040799999988
9692,5,1961,1058,6,3,2006,1Fam,NAmes,3826.12999999999
8014,5,1941,1330,4,9,2008,1Fam,NAmes,27387.535799999998
11718,5,2001,1539,6,6,2007,1Fam,CollgCr,392219.222
6253,7,1939,1137,5,8,2008,1Fam,BrkSide,45845.6691
18388,4,1972,1261,5,3,2008,1Fam,Timber,277537.2052
7254,3,1954,1898,7,5,2009,1Fam,NAmes,38164.1826
9474,4,1960,1456,7,7,2006,1Fam,Sawyer,8682.418999999994
9572,9,1914,1575,7,4,2010,1Fam,OldTown,6430.015199999994
9762,4,2017,1790,7,9,2008,1Fam,CollgCr,434964.8986
9596,4,1989,1600,7,12,2009,1Fam,Gilbert,7215.641999999993
7086,7,1910,1933,9,7,2006,2fmCon,SWISU,46856.82859999999
13057,3,1949,1814,7,1,2006,1Fam,Sawyer,-47160.03330000001
9139,5,1920,942,4,8,2008,1Fam,BrkSide,6855.368099999992
2606,3,1978,1119,3,4,2010,TwnhsE,MeadowV,63288.943
13586,5,1992,1794,7,3,2009,1Fam,NridgHt,313131.0296
9806,5,1974,1298,6,6,2008,1Fam,NWAmes,2834.1265999999887
9842,5,1966,1682,7,11,2009,1Fam,Edwards,2002.1601999999984
7526,5,1977,863,5,5,2008,1Fam,NAmes,30431.43699999999
17216,5,1992,1967,7,5,2010,1Fam,ClearCr,263491.928
10456,5,2001,2147,7,6,2007,1Fam,CollgCr,413011.828
9204,5,1999,1711,7,5,2006,1Fam,CollgCr,15935.123999999982
10761,7,1910,1917,7,4,2008,2fmCon,OldTown,-12359.096600000019
5596,5,2020,1658,4,11,2008,TwnhsE,Crawfor,603425.2228
9906,7,1888,2012,8,6,2006,1Fam,OldTown,1593.9204000000027
12113,7,1941,903,3,10,2007,1Fam,NAmes,-29488.816699999996
12410,5,1947,1411,5,8,2007,1Fam,NAmes,-33599.97900000002
8651,6,1899,1171,6,1,2010,1Fam,IDOTRR,13797.437099999996
5448,7,1908,1154,7,5,2010,1Fam,IDOTRR,57362.9384
10028,4,2006,1427,7,12,2007,1Fam,Gilbert,-476.25760000001173
9307,4,1930,1366,6,3,2008,1Fam,Crawfor,7565.966099999991
3236,4,1985,1460,4,6,2007,TwnhsE,Somerst,118576.97839999999
11910,8,1988,1763,7,7,2009,1Fam,NoRidge,384699.97160000005
11411,7,1966,1129,5,1,2010,1Fam,NAmes,-25230.937600000005
8005,5,1994,1345,5,7,2006,1Fam,Timber,35724.26549999998
21165,4,1934,2051,7,12,2006,1Fam,NAmes,243468.8491
10867,5,1925,2590,11,1,2007,Duplex,SWISU,-13105.918800000014
7541,6,1963,1335,5,5,2009,1Fam,NAmes,34145.674
6121,4,1922,1074,4,3,2010,1Fam,OldTown,42506.081999999995
11821,5,2007,2770,8,10,2009,Duplex,SawyerW,380272.9144
11735,4,2000,1906,7,3,2007,1Fam,Somerst,374372.3096
13275,5,2013,2031,9,5,2010,1Fam,Timber,306475.9396
10117,5,1975,1367,6,6,2008,1Fam,NAmes,-1910.2706999999937
12444,4,1966,1828,9,1,2008,Duplex,NAmes,-35470.505200000014
4261,5,1911,698,3,3,2007,1Fam,Crawfor,51687.155699999996
8609,5,1960,1319,6,12,2006,1Fam,NAmes,22179.912299999996
8021,5,1988,988,4,5,2009,1Fam,CollgCr,27239.747599999988
13127,5,1942,1750,6,7,2007,1Fam,Crawfor,360979.4691
10548,4,1999,1945,9,7,2008,1Fam,Somerst,415794.59239999996
12049,5,1996,1702,6,12,2007,1Fam,NridgHt,364452.0442
8716,4,1939,1050,3,6,2010,1Fam,IDOTRR,7157.914799999999
12503,7,1965,1006,5,4,2009,1Fam,Mitchel,-35161.6434
7326,5,1982,1476,5,7,2009,1Fam,StoneBr,64284.5644
10498,6,1988,1876,8,6,2006,1Fam,NWAmes,-9213.946200000006
8912,5,2009,2099,8,5,2010,1Fam,SawyerW,22323.584000000003
7921,5,2010,1627,6,9,2009,1Fam,Gilbert,39685.19939999998
3900,5,1981,1228,4,1,2010,Twnhs,Greens,125480.65999999999
11356,5,2005,1818,6,8,2006,1Fam,StoneBr,386309.0788
9326,6,1966,1311,5,2,2009,1Fam,NAmes,10277.556400000001
11111,4,1940,848,4,3,2007,1Fam,IDOTRR,-7590.907500000001
8849,7,1956,1047,6,5,2010,1Fam,NAmes,15838.910999999993
7150,6,1944,1045,5,6,2006,1Fam,NAmes,31314.089999999997
1683,5,1969,983,4,7,2009,Twnhs,BrDale,80176.7117
6365,8,1880,1024,5,5,2010,1Fam,Sawyer,33950.536499999995
4447,4,2001,846,2,11,2007,TwnhsE,CollgCr,73029.16889999999
7915,6,1962,1147,5,5,2006,1Fam,NAmes,29426.647499999992
10998,4,1962,1727,8,10,2008,1Fam,NWAmes,-14882.87460000001
7124,7,1925,1927,9,7,2006,2fmCon,SWISU,46154.62319999999
14936,5,2022,2706,11,11,2008,1Fam,NridgHt,638231.8464
16306,5,2021,2603,11,8,2006,1Fam,NridgHt,598356.3896
14675,3,1950,1273,4,6,2009,1Fam,Crawfor,356844.8921
8570,5,1934,1278,6,1,2008,1Fam,BrkSide,18282.693
8818,5,1956,1250,6,3,2006,1Fam,NAmes,18768.032399999996
10295,7,1995,1401,5,7,2009,1Fam,SawyerW,-4807.969000000012
8811,5,2000,1841,7,3,2007,1Fam,Somerst,26134.93339999998
14279,2,1953,1012,4,7,2007,1Fam,Sawyer,-49219.62540000002
11266,2,1956,1300,4,6,2010,1Fam,Edwards,-14508.73980000001
15950,6,1976,2211,8,10,2007,1Fam,NAmes,270865.5646
11808,5,1974,1843,6,1,2010,1Fam,NWAmes,395168.776
19408,5,1965,1424,5,7,2008,1Fam,Veenker,247927.0336
13498,6,1967,1058,6,11,2006,1Fam,NAmes,-43734.79440000001
8078,5,1935,1138,4,12,2009,1Fam,NAmes,24769.198399999994
11211,7,1968,1010,4,3,2010,1Fam,NAmes,-18086.285000000003
20799,6,1960,2153,8,6,2006,1Fam,NWAmes,144233.58529999998
22777,8,1900,3580,12,6,2006,1Fam,OldTown,681099.7182
9847,5,1953,1702,7,11,2009,1Fam,Edwards,1944.1250999999902
12499,5,1997,1833,6,6,2009,1Fam,CollgCr,371791.321
9421,4,2010,2381,7,6,2006,1Fam,NoRidge,449750.8444
31141,1,1964,1472,7,5,2008,1Fam,Gilbert,185538.046
11294,5,2011,1672,7,7,2007,1Fam,CollgCr,392587.9676
10313,4,2008,1580,6,5,2007,1Fam,Gilbert,-5220.589600000007
8561,6,1963,1525,7,5,2010,1Fam,Edwards,20728.07549999999
10017,6,1982,1592,6,6,2010,1Fam,Gilbert,-330.14000000001397
14836,5,2010,2583,10,5,2010,1Fam,NoRidge,269573.5948
12421,5,1987,1740,6,10,2007,1Fam,Gilbert,375193.4575
10545,5,1889,1701,7,8,2009,2fmCon,OldTown,-5147.579500000007
6923,5,1981,1058,4,6,2010,Duplex,OldTown,44438.34169999999
8616,5,1968,901,5,1,2007,1Fam,Sawyer,16041.667199999996
10217,6,1972,1123,6,4,2009,1Fam,NWAmes,-3645.3830000000016
5995,4,1925,1144,6,6,2009,1Fam,BrkSide,36950.5305
17971,5,1988,1670,7,6,2007,1Fam,Crawfor,293079.4414
8824,5,2012,1380,6,3,2007,1Fam,Gilbert,19121.524799999985
8932,5,2005,1648,6,7,2009,1Fam,CollgCr,20988.44279999999
3370,4,1991,1705,6,4,2006,TwnhsE,Edwards,86069.997
12310,4,1933,726,4,10,2006,1Fam,IDOTRR,-11916.828000000001
9769,5,2006,1785,7,9,2008,1Fam,CollgCr,434770.6444
8178,4,1964,862,5,10,2007,1Fam,Edwards,14331.123199999995
5746,8,1926,888,3,12,2009,1Fam,OldTown,38872.626599999996
8756,6,1978,1573,6,6,2006,2fmCon,NAmes,23163.031199999998
10434,4,2003,1459,5,5,2010,1Fam,Somerst,417684.5516
7403,6,1942,1075,5,1,2008,2fmCon,BrkSide,30823.2736
10784,6,1960,1622,6,7,2006,1Fam,NAmes,-11573.016000000003
10550,5,1993,1888,7,8,2009,1Fam,SawyerW,416300.5796
1608,5,1984,982,4,7,2008,Twnhs,MeadowV,79633.3664
6216,4,1947,2007,6,1,2008,1Fam,BrkSide,56657.07519999999
8809,5,2014,1278,6,1,2007,1Fam,CollgCr,24284.013600000006
7913,6,1938,1044,6,6,2007,1Fam,NAmes,28546.6121
12252,4,1954,864,4,3,2009,1Fam,Edwards,-18610.753200000006
9599,5,1988,2220,11,2,2007,Duplex,Edwards,5691.473200000008
8096,5,2018,1657,7,5,2008,1Fam,Somerst,38976.97440000001
6285,5,1918,522,3,5,2008,1Fam,BrkSide,25312.523999999998
7346,6,1991,1364,5,11,2008,TwnhsE,NridgHt,57516.957200000004
9694,1,1912,834,5,6,2010,1Fam,OldTown,391.5576000000001
4800,5,1908,1856,9,1,2010,1Fam,OldTown,42084.119999999995
25190,3,1960,1638,8,6,2007,Duplex,Mitchel,212273.65360000002
5820,8,1965,1158,6,7,2006,1Fam,OldTown,52886.195999999996
10076,4,1949,1571,5,6,2010,1Fam,NAmes,-1213.4464000000153
9397,5,1984,1693,8,4,2010,1Fam,CollgCr,11591.227799999993
8799,5,2015,1495,6,8,2006,1Fam,CollgCr,20929.46669999999
10724,3,1971,1645,5,7,2008,1Fam,Sawyer,-10152.145199999999
9828,4,1928,1401,6,2,2010,2fmCon,SWISU,1728.909599999999
9621,5,1967,1516,6,3,2010,1Fam,NAmes,5786.003499999992
1923,5,1973,626,2,12,2007,Twnhs,MeadowV,68442.0749
13073,5,1990,2670,8,12,2006,1Fam,StoneBr,346793.3879
8995,4,2010,1466,7,7,2009,1Fam,Timber,20246.42849999998
13211,4,1938,1223,6,6,2007,1Fam,Crawfor,-49638.527900000016
14197,6,1946,1321,6,6,2010,1Fam,NAmes,357057.7687
10851,3,1930,709,4,8,2006,1Fam,NAmes,-5751.568599999999
8114,5,1988,1474,6,3,2009,1Fam,Gilbert,32729.266799999983
9090,4,2013,1504,6,6,2007,1Fam,Somerst,20450.06599999999
13153,5,1956,1721,9,11,2008,Duplex,NAmes,-44992.04880000002
7300,6,1991,1357,6,11,2008,TwnhsE,NridgHt,58689.899999999994
16682,5,1961,1709,5,1,2007,1Fam,Sawyer,315385.5428
8944,5,1994,1947,7,12,2007,1Fam,Somerst,458212.1152
11099,5,2014,1706,6,7,2009,1Fam,NridgHt,401512.8926
6271,5,1928,1373,6,11,2007,1Fam,BrkSide,47600.685
10375,4,1980,1295,5,7,2009,1Fam,Mitchel,-4895.962499999994
8732,7,1965,1574,7,6,2006,2fmCon,NAmes,23388.25999999998
