Lot Area,Overall Cond,Year Built,Gr Liv Area,TotRms AbvGrd,Mo Sold,Yr Sold,Bldg Type,Neighborhood,SalePrice
3692,5,2014,1079,4,4,2009,TwnhsE,Edwards,146230
9215,4,1963,1149,5,8,2008,1Fam,NAmes,124975
12270,4,1992,2597,8,7,2009,1Fam,NoRidge,338281
10278,7,1933,1271,5,8,2007,1Fam,OldTown,128601
11947,8,2004,1752,6,7,2009,1Fam,NoRidge,235812
8760,5,2010,2244,8,4,2009,1Fam,Gilbert,235973
7005,5,1914,1310,6,5,2006,1Fam,OldTown,112476
11771,4,1993,2264,6,6,2008,1Fam,CollgCr,478472
11787,5,1927,1925,7,7,2008,1Fam,Crawfor,197285
11837,7,1989,2500,8,6,2008,1Fam,NoRidge,289565
7924,4,1993,1661,5,12,2008,1Fam,Timber,194434
6268,6,1942,1417,5,7,2007,1Fam,BrkSide,131458
11857,5,1956,1650,7,3,2006,Duplex,Mitchel,145368
10099,4,1899,1893,8,1,2007,2fmCon,OldTown,121843
7020,6,1947,865,5,2,2006,1Fam,NAmes,104661
11884,5,1991,1779,5,8,2006,1Fam,NridgHt,371239
10195,4,2007,1696,6,3,2007,1Fam,Gilbert,160235
9414,5,1989,1494,5,5,2007,TwnhsE,Veenker,278775
9394,6,1968,1432,6,9,2007,1Fam,NAmes,155221
8227,4,2001,1712,7,5,2007,1Fam,Gilbert,183835
7975,5,2002,1738,6,9,2009,TwnhsE,StoneBr,238993
8393,6,1980,1378,5,12,2006,1Fam,CollgCr,158167
10897,6,1949,1067,3,5,2010,1Fam,NAmes,134089
9172,5,1993,997,5,2,2008,1Fam,CollgCr,145251
3868,5,1989,1226,4,7,2006,Twnhs,Greens,168923
9550,6,1937,1120,4,7,2009,1Fam,NAmes,145828
10590,4,1987,1158,5,7,2009,Duplex,Edwards,160906
16118,4,1994,2876,11,7,2006,1Fam,StoneBr,557563
3951,4,2002,1409,7,2,2007,TwnhsE,Blmngtn,192860
8282,4,1990,1894,8,7,2008,1Fam,Gilbert,227604
9691,4,2011,1449,6,6,2008,1Fam,CollgCr,187235
10661,6,1967,1614,5,2,2010,1Fam,NWAmes,203578
7650,6,1968,1209,5,11,2008,1Fam,Edwards,99604
3193,4,2009,1554,6,5,2009,TwnhsE,Blmngtn,192406
10031,6,1971,1096,6,6,2006,1Fam,NWAmes,154020
10046,5,1940,873,2,8,2008,1Fam,OldTown,89236
8779,4,1937,1047,3,6,2010,1Fam,IDOTRR,55613
7255,7,1965,731,3,9,2009,1Fam,NAmes,118104
12180,4,2007,1539,6,5,2010,1Fam,NridgHt,218947
10852,4,1890,725,4,11,2009,1Fam,OldTown,78784
12900,8,1925,2278,6,4,2007,1Fam,Sawyer,217573
10616,4,1998,1943,8,7,2008,1Fam,Somerst,248516
10534,4,1920,791,5,6,2007,1Fam,Crawfor,96998
11607,3,1972,1039,5,4,2010,2fmCon,Sawyer,130874
7714,5,2016,1738,5,2,2010,TwnhsE,NridgHt,321126
9561,6,1941,1147,6,10,2007,1Fam,NAmes,144592
6976,5,1969,786,4,5,2008,2fmCon,Edwards,92258
5363,1,1943,1311,6,5,2010,1Fam,BrkSide,76124
13342,6,1979,2049,8,5,2009,1Fam,NWAmes,153341
12264,6,1939,1384,7,5,2007,1Fam,OldTown,129357
9013,1,1923,1082,5,11,2007,1Fam,IDOTRR,67519
9887,3,1929,1317,7,9,2006,1Fam,OldTown,107608
7444,3,1918,1135,5,4,2010,1Fam,IDOTRR,68653
10645,5,1975,1442,5,4,2009,1Fam,NAmes,186660
6771,7,1947,906,4,5,2008,1Fam,Sawyer,140875
8329,6,1985,810,5,6,2007,1Fam,Mitchel,125053
11246,5,2001,1829,6,8,2006,1Fam,StoneBr,316470
8423,4,2002,1496,5,8,2009,1Fam,CollgCr,190600
11565,5,1989,2369,9,8,2006,1Fam,NridgHt,331335
9692,6,1926,1211,6,3,2006,1Fam,Edwards,104744
13013,6,1976,1020,4,1,2006,1Fam,Sawyer,120984
14062,7,1976,1146,6,4,2010,1Fam,NAmes,181048
9086,5,1965,929,4,7,2009,1Fam,NAmes,118245
7702,5,2002,1326,5,8,2007,1Fam,Gilbert,162395
10981,5,1968,1281,5,4,2007,1Fam,NWAmes,173980
8710,4,2019,1973,6,8,2006,1Fam,CollgCr,239887
7716,4,1926,1028,4,6,2006,1Fam,OldTown,107686
12218,7,1950,1263,6,9,2009,1Fam,NAmes,133954
14679,3,1965,1271,4,6,2009,1Fam,Crawfor,153862
16142,5,1999,2816,11,3,2006,1Fam,StoneBr,457794
9570,8,1916,1383,6,10,2008,1Fam,OldTown,159717
12195,7,1927,1483,7,3,2008,1Fam,SWISU,140673
12311,4,2018,1951,8,11,2006,1Fam,NridgHt,357313
9214,7,1974,1494,6,8,2009,1Fam,NWAmes,185167
10158,4,2005,2505,8,6,2006,1Fam,NoRidge,322426
11088,4,1967,1722,10,11,2008,Duplex,NAmes,145467
8282,5,1957,1202,4,8,2008,1Fam,Sawyer,133866
4417,5,2010,851,3,5,2008,TwnhsE,CollgCr,140501
8334,4,1933,1586,5,6,2006,1Fam,SWISU,139349
11259,5,2022,1315,6,10,2007,1Fam,CollgCr,198714
9757,5,1909,1005,4,4,2010,1Fam,SawyerW,67383
9345,4,1986,977,4,10,2006,Duplex,Edwards,128368
16989,4,1995,2663,9,1,2008,1Fam,NridgHt,424199
9087,5,1969,1011,4,7,2007,1Fam,Mitchel,153912
11082,4,1979,1974,7,9,2008,1Fam,Mitchel,171924
20220,5,1987,1755,5,5,2007,1Fam,ClearCr,276829
3887,4,1991,1301,4,8,2007,Twnhs,NridgHt,202499
9819,4,1990,1811,5,2,2010,1Fam,Mitchel,284353
19785,5,1989,1660,5,6,2010,1Fam,Crawfor,201678
7936,7,1906,1396,6,3,2008,1Fam,IDOTRR,89601
13859,6,1955,1182,6,10,2007,1Fam,Sawyer,136639
6804,4,1975,1504,4,6,2010,TwnhsE,StoneBr,213614
8724,6,1901,797,4,5,2008,1Fam,Edwards,85227
18879,4,1968,2635,11,8,2007,Duplex,Sawyer,190764
8453,5,2017,1800,7,10,2009,1Fam,Somerst,233745
7730,6,1934,1350,7,7,2009,1Fam,Crawfor,156085
9980,6,1952,1486,7,3,2009,1Fam,Edwards,168031
8702,5,1984,2286,7,2,2006,1Fam,Gilbert,231761
10400,5,1964,1221,5,7,2007,1Fam,NAmes,142808
3917,5,2000,1462,5,8,2008,TwnhsE,Blmngtn,193654
9900,6,1971,1480,6,3,2009,1Fam,Edwards,166582
9004,4,2008,1354,7,11,2008,Duplex,Mitchel,210796
12164,2,1954,1655,6,3,2007,1Fam,NAmes,164432
7647,9,1897,1823,7,5,2010,2fmCon,OldTown,139263
20072,6,1960,1752,4,5,2007,1Fam,ClearCr,279434
3514,6,1942,1279,4,4,2009,1Fam,OldTown,109898
5957,4,1960,1658,6,7,2008,1Fam,IDOTRR,125278
6841,6,1921,1352,6,3,2007,1Fam,IDOTRR,126199
8110,4,1906,2130,10,11,2009,1Fam,OldTown,106641
9365,4,1997,2112,8,4,2010,1Fam,CollgCr,239944
12091,5,1991,1746,7,11,2007,1Fam,NridgHt,319780
9601,5,1975,2219,11,2,2007,Duplex,Edwards,141770
11367,5,1999,1819,6,8,2006,1Fam,StoneBr,318902
12604,6,1951,2168,7,6,2007,1Fam,Edwards,243357
8648,6,1966,972,4,5,2007,1Fam,OldTown,104456
6080,7,1928,1017,6,7,2006,1Fam,BrkSide,88194
8762,5,2003,1735,5,11,2009,1Fam,CollgCr,197318
9448,5,1993,1491,4,5,2007,TwnhsE,Veenker,280130
1875,7,1986,1035,6,7,2006,Twnhs,BrDale,116364
7097,5,2009,1363,6,6,2006,TwnhsE,NridgHt,185331
5083,5,1989,1310,5,3,2009,Twnhs,NridgHt,185082
7139,6,1976,1035,5,7,2006,1Fam,Sawyer,159897
13023,5,2002,1123,5,3,2006,1Fam,SawyerW,131519
17964,5,2014,3371,10,9,2006,1Fam,StoneBr,548942
12432,5,2015,1745,7,10,2007,1Fam,Gilbert,223798
8833,5,2003,1375,6,3,2007,1Fam,Gilbert,161579
9563,7,1973,1860,7,8,2007,1Fam,Veenker,185978
4068,7,1931,857,4,7,2009,1Fam,Edwards,99426
8428,5,2002,1343,6,12,2007,1Fam,SawyerW,179398
1939,5,1969,631,2,12,2007,Twnhs,MeadowV,84981
8971,4,1976,1575,7,4,2009,Duplex,NAmes,123762
8272,4,1985,1519,6,5,2006,1Fam,Gilbert,183277
12291,4,1944,726,5,10,2006,1Fam,IDOTRR,51604
14344,3,1950,998,4,7,2007,1Fam,Sawyer,115252
4432,5,2009,845,3,4,2010,TwnhsE,CollgCr,143862
8888,5,1981,908,5,6,2006,1Fam,Mitchel,130200
8197,4,1998,1462,7,10,2008,1Fam,Gilbert,163937
6734,4,2010,1202,6,9,2007,1Fam,CollgCr,195453
26004,6,1964,1184,5,4,2010,1Fam,Mitchel,157569
10288,5,1997,1546,5,6,2007,1Fam,Gilbert,177046
15868,4,2016,2801,10,1,2006,1Fam,StoneBr,402112
10869,5,1980,965,6,5,2007,1Fam,Edwards,95256
18507,4,1996,1327,6,1,2010,1Fam,Gilbert,199985
8423,5,1973,919,6,5,2007,1Fam,Sawyer,128302
5961,5,1953,920,4,6,2008,1Fam,OldTown,113154
13727,4,1963,1694,8,3,2007,1Fam,Sawyer,144761
9430,4,2009,1878,7,2,2008,1Fam,Somerst,297549
9438,4,1993,2045,7,3,2008,1Fam,CollgCr,238113
2283,5,1992,1632,5,7,2009,Twnhs,NridgHt,172881
7181,6,1959,1034,4,6,2006,1Fam,NAmes,109632
10775,5,2008,1567,7,6,2008,1Fam,NridgHt,283698
14846,5,2013,1878,7,6,2006,1Fam,NridgHt,415991
7886,5,1961,864,4,5,2010,1Fam,Sawyer,136409
5402,6,1934,1069,3,12,2006,1Fam,OldTown,108772
9537,7,1939,1676,5,9,2009,1Fam,NAmes,139610
8025,8,1939,1137,8,4,2008,1Fam,Edwards,96651
12231,4,1993,1545,6,5,2010,1Fam,NridgHt,221722
12602,4,2004,1815,7,8,2007,1Fam,NridgHt,282532
9923,4,1893,2196,8,5,2007,1Fam,OldTown,117245
5306,7,1898,1629,4,6,2006,1Fam,OldTown,116553
1886,3,1985,1095,6,4,2007,Twnhs,MeadowV,74901
5126,5,2020,1302,4,3,2009,Twnhs,NridgHt,185281
7366,5,1937,409,2,3,2008,1Fam,OldTown,46688
8402,6,1971,1383,6,12,2006,1Fam,CollgCr,157671
8836,5,2004,1509,5,8,2006,1Fam,CollgCr,173222
9692,5,1961,1058,6,3,2006,1Fam,NAmes,124225
8014,5,1941,1330,4,9,2008,1Fam,NAmes,137903
11718,5,2001,1539,6,6,2007,1Fam,CollgCr,216982
6253,7,1939,1137,5,8,2008,1Fam,BrkSide,122353
18388,4,1972,1261,5,3,2008,1Fam,Timber,181163
7254,3,1954,1898,7,5,2009,1Fam,NAmes,138981
9474,4,1960,1456,7,7,2006,1Fam,Sawyer,165065
9572,9,1914,1575,7,4,2010,1Fam,OldTown,150234
9762,4,2017,1790,7,9,2008,1Fam,CollgCr,229755
9596,4,1989,1600,7,12,2009,1Fam,Gilbert,178605
7086,7,1910,1933,9,7,2006,2fmCon,SWISU,160799
13057,3,1949,1814,7,1,2006,1Fam,Sawyer,154269
9139,5,1920,942,4,8,2008,1Fam,BrkSide,79621
2606,3,1978,1119,3,4,2010,TwnhsE,MeadowV,85595
13586,5,1992,1794,7,3,2009,1Fam,NridgHt,324500
9806,5,1974,1298,6,6,2008,1Fam,NWAmes,146089
9842,5,1966,1682,7,11,2009,1Fam,Edwards,126719
7526,5,1977,863,5,5,2008,1Fam,NAmes,123005
17216,5,1992,1967,7,5,2010,1Fam,ClearCr,230051
10456,5,2001,2147,7,6,2007,1Fam,CollgCr,361511
9204,5,1999,1711,7,5,2006,1Fam,CollgCr,200190
10761,7,1910,1917,7,4,2008,2fmCon,OldTown,162406
5596,5,2020,1658,4,11,2008,TwnhsE,Crawfor,394933
9906,7,1888,2012,8,6,2006,1Fam,OldTown,169566
12113,7,1941,903,3,10,2007,1Fam,NAmes,139559
12410,5,1947,1411,5,8,2007,1Fam,NAmes,139419
8651,6,1899,1171,6,1,2010,1Fam,IDOTRR,102279
5448,7,1908,1154,7,5,2010,1Fam,IDOTRR,126017
10028,4,2006,1427,7,12,2007,1Fam,Gilbert,170092
9307,4,1930,1366,6,3,2008,1Fam,Crawfor,109177
3236,4,1985,1460,4,6,2007,TwnhsE,Somerst,175306
11910,8,1988,1763,7,7,2009,1Fam,NoRidge,234538
11411,7,1966,1129,5,1,2010,1Fam,NAmes,178816
8005,5,1994,1345,5,7,2006,1Fam,Timber,179069
21165,4,1934,2051,7,12,2006,1Fam,NAmes,166617
10867,5,1925,2590,11,1,2007,Duplex,SWISU,151164
7541,6,1963,1335,5,5,2009,1Fam,NAmes,138860
6121,4,1922,1074,4,3,2010,1Fam,OldTown,109580
11821,5,2007,2770,8,10,2009,Duplex,SawyerW,270312
11735,4,2000,1906,7,3,2007,1Fam,Somerst,317720
13275,5,2013,2031,9,5,2010,1Fam,Timber,375636
10117,5,1975,1367,6,6,2008,1Fam,NAmes,163271
12444,4,1966,1828,9,1,2008,Duplex,NAmes,145133
4261,5,1911,698,3,3,2007,1Fam,Crawfor,90063
8609,5,1960,1319,6,12,2006,1Fam,NAmes,159453
8021,5,1988,988,4,5,2009,1Fam,CollgCr,137644
13127,5,1942,1750,6,7,2007,1Fam,Crawfor,219115
10548,4,1999,1945,9,7,2008,1Fam,Somerst,250039
12049,5,1996,1702,6,12,2007,1Fam,NridgHt,317446
8716,4,1939,1050,3,6,2010,1Fam,IDOTRR,55747
12503,7,1965,1006,5,4,2009,1Fam,Mitchel,140478
7326,5,1982,1476,5,7,2009,1Fam,StoneBr,240406
10498,6,1988,1876,8,6,2006,1Fam,NWAmes,185019
8912,5,2009,2099,8,5,2010,1Fam,SawyerW,205180
7921,5,2010,1627,6,9,2009,1Fam,Gilbert,190886
3900,5,1981,1228,4,1,2010,Twnhs,Greens,205706
11356,5,2005,1818,6,8,2006,1Fam,StoneBr,318493
9326,6,1966,1311,5,2,2009,1Fam,NAmes,152486
11111,4,1940,848,4,3,2007,1Fam,IDOTRR,68325
8849,7,1956,1047,6,5,2010,1Fam,NAmes,137610
7150,6,1944,1045,5,6,2006,1Fam,NAmes,109874
1683,5,1969,983,4,7,2009,Twnhs,BrDale,96401
6365,8,1880,1024,5,5,2010,1Fam,Sawyer,93399
4447,4,2001,846,2,11,2007,TwnhsE,CollgCr,131513
7915,6,1962,1147,5,5,2006,1Fam,NAmes,141135
10998,4,1962,1727,8,10,2008,1Fam,NWAmes,149127
7124,7,1925,1927,9,7,2006,2fmCon,SWISU,160482
14936,5,2022,2706,11,11,2008,1Fam,NridgHt,447248
16306,5,2021,2603,11,8,2006,1Fam,NridgHt,413316
14675,3,1950,1273,4,6,2009,1Fam,Crawfor,155405
8570,5,1934,1278,6,1,2008,1Fam,BrkSide,127851
8818,5,1956,1250,6,3,2006,1Fam,NAmes,158782
10295,7,1995,1401,5,7,2009,1Fam,SawyerW,162982
8811,5,2000,1841,7,3,2007,1Fam,Somerst,219806
14279,2,1953,1012,4,7,2007,1Fam,Sawyer,115026
11266,2,1956,1300,4,6,2010,1Fam,Edwards,114603
15950,6,1976,2211,8,10,2007,1Fam,NAmes,266607
11808,5,1974,1843,6,1,2010,1Fam,NWAmes,189867
19408,5,1965,1424,5,7,2008,1Fam,Veenker,192995
13498,6,1967,1058,6,11,2006,1Fam,NAmes,125028
8078,5,1935,1138,4,12,2009,1Fam,NAmes,128872
11211,7,1968,1010,4,3,2010,1Fam,NAmes,149350
20799,6,1960,2153,8,6,2006,1Fam,NWAmes,264157
22777,8,1900,3580,12,6,2006,1Fam,OldTown,475378
9847,5,1953,1702,7,11,2009,1Fam,Edwards,127067
12499,5,1997,1833,6,6,2009,1Fam,CollgCr,230914
9421,4,2010,2381,7,6,2006,1Fam,NoRidge,349812
31141,1,1964,1472,7,5,2008,1Fam,Gilbert,115396
11294,5,2011,1672,7,7,2007,1Fam,CollgCr,285230
10313,4,2008,1580,6,5,2007,1Fam,Gilbert,166792
8561,6,1963,1525,7,5,2010,1Fam,Edwards,144045
10017,6,1982,1592,6,6,2010,1Fam,Gilbert,194200
14836,5,2010,2583,10,5,2010,1Fam,NoRidge,330693
12421,5,1987,1740,6,10,2007,1Fam,Gilbert,224301
10545,5,1889,1701,7,8,2009,2fmCon,OldTown,94451
6923,5,1981,1058,4,6,2010,Duplex,OldTown,144421
8616,5,1968,901,5,1,2007,1Fam,Sawyer,115908
10217,6,1972,1123,6,4,2009,1Fam,NWAmes,167990
5995,4,1925,1144,6,6,2009,1Fam,BrkSide,92261
17971,5,1988,1670,7,6,2007,1Fam,Crawfor,171142
8824,5,2012,1380,6,3,2007,1Fam,Gilbert,162598
8932,5,2005,1648,6,7,2009,1Fam,CollgCr,196521
3370,4,1991,1705,6,4,2006,TwnhsE,Edwards,129819
12310,4,1933,726,4,10,2006,1Fam,IDOTRR,51588
9769,5,2006,1785,7,9,2008,1Fam,CollgCr,228308
8178,4,1964,862,5,10,2007,1Fam,Edwards,78656
5746,8,1926,888,3,12,2009,1Fam,OldTown,91379
8756,6,1978,1573,6,6,2006,2fmCon,NAmes,186198
10434,4,2003,1459,5,5,2010,1Fam,Somerst,272170
7403,6,1942,1075,5,1,2008,2fmCon,BrkSide,118688
10784,6,1960,1622,6,7,2006,1Fam,NAmes,147615
10550,5,1993,1888,7,8,2009,1Fam,SawyerW,239930
1608,5,1984,982,4,7,2008,Twnhs,MeadowV,94892
6216,4,1947,2007,6,1,2008,1Fam,BrkSide,149728
8809,5,2014,1278,6,1,2007,1Fam,CollgCr,203896
7913,6,1938,1044,6,6,2007,1Fam,NAmes,136783
12252,4,1954,864,4,3,2009,1Fam,Edwards,82641
9599,5,1988,2220,11,2,2007,Duplex,Edwards,141932
8096,5,2018,1657,7,5,2008,1Fam,Somerst,204711
6285,5,1918,522,3,5,2008,1Fam,BrkSide,68136
7346,6,1991,1364,5,11,2008,TwnhsE,NridgHt,216718
9694,1,1912,834,5,6,2010,1Fam,OldTown,12796
4800,5,1908,1856,9,1,2010,1Fam,OldTown,80931
25190,3,1960,1638,8,6,2007,Duplex,Mitchel,143004
5820,8,1965,1158,6,7,2006,1Fam,OldTown,126522
10076,4,1949,1571,5,6,2010,1Fam,NAmes,159664
9397,5,1984,1693,8,4,2010,1Fam,CollgCr,192226
8799,5,2015,1495,6,8,2006,1Fam,CollgCr,174267
10724,3,1971,1645,5,7,2008,1Fam,Sawyer,140223
9828,4,1928,1401,6,2,2010,2fmCon,SWISU,100518
9621,5,1967,1516,6,3,2010,1Fam,NAmes,152665
1923,5,1973,626,2,12,2007,Twnhs,MeadowV,84737
13073,5,1990,2670,8,12,2006,1Fam,StoneBr,269129
8995,4,2010,1466,7,7,2009,1Fam,Timber,201457
13211,4,1938,1223,6,6,2007,1Fam,Crawfor,154589
14197,6,1946,1321,6,6,2010,1Fam,NAmes,172597
10851,3,1930,709,4,8,2006,1Fam,NAmes,67586
8114,5,1988,1474,6,3,2009,1Fam,Gilbert,173538
9090,4,2013,1504,6,6,2007,1Fam,Somerst,224726
13153,5,1956,1721,9,11,2008,Duplex,NAmes,142696
7300,6,1991,1357,6,11,2008,TwnhsE,NridgHt,217370
16682,5,1961,1709,5,1,2007,1Fam,Sawyer,170774
8944,5,1994,1947,7,12,2007,1Fam,Somerst,271926
11099,5,2014,1706,6,7,2009,1Fam,NridgHt,254630
6271,5,1928,1373,6,11,2007,1Fam,BrkSide,127650
10375,4,1980,1295,5,7,2009,1Fam,Mitchel,130559
8732,7,1965,1574,7,6,2006,2fmCon,NAmes,184450
